text,language,text_length,tokens,extracted_features
চতরদশ শতবদ ও পঞচদশ শতবদ লখ বল নশচতভব নওয যত পর এমন কন রচন মল ন,bn,92,"['চতরদশ', 'শতবদ', 'ও', 'পঞচদশ', 'শতবদ', 'লখ', 'বল', 'নশচতভব', 'নওয', 'যত', 'পর', 'এমন', 'কন', 'রচন', 'মল', 'ন']","{'word_length': 2.9375, 'sentence_length': 16.0, 'char_ngrams': 60, 'prefix_suffix_count': 16, 'unique_roots_count': 15}"
ਇਹ ਹਕਮ 13 ਅਪਰਲ 1968 ਤ ਲਗ ਹਇਆ,pa,36,"['ਇਹ', 'ਹਕਮ', '13', 'ਅਪਰਲ', '1968', 'ਤ', 'ਲਗ', 'ਹਇਆ']","{'word_length': 2.625, 'sentence_length': 8.0, 'char_ngrams': 26, 'prefix_suffix_count': 8, 'unique_roots_count': 8}"
தன வறறயக கணடடம வகயல கஙக கணட சழபரம எனம தலநகர உரவககனன,ta,83,"['தன', 'வறறயக', 'கணடடம', 'வகயல', 'கஙக', 'கணட', 'சழபரம', 'எனம', 'தலநகர', 'உரவககனன']","{'word_length': 4.2, 'sentence_length': 10.0, 'char_ngrams': 49, 'prefix_suffix_count': 18, 'unique_roots_count': 10}"
as modern english developed explicit norms for standard usage were published and spread through official media such as public education and statesponsored publications,en,170,"['as', 'modern', 'english', 'developed', 'explicit', 'norms', 'for', 'standard', 'usage', 'were', 'published', 'and', 'spread', 'through', 'official', 'media', 'such', 'as', 'public', 'education', 'and', 'statesponsored', 'publications']","{'word_length': 6.304347826086956, 'sentence_length': 23.0, 'char_ngrams': 165, 'prefix_suffix_count': 42, 'unique_roots_count': 21}"
এই উপভষগলক মগধ পরকত বল হয এব এট আধনক বহর বল ও আসম কথত হত,bn,82,"['এই', 'উপভষগলক', 'মগধ', 'পরকত', 'বল', 'হয', 'এব', 'এট', 'আধনক', 'বহর', 'বল', 'ও', 'আসম', 'কথত', 'হত']","{'word_length': 2.8, 'sentence_length': 15.0, 'char_ngrams': 54, 'prefix_suffix_count': 14, 'unique_roots_count': 14}"
ਭਰਤ ਵਚ 30 ਮਲਅਨ 3 ਕਰੜ ਲਕ ਪਜਬ ਭਸ ਨ ਮਤਭਸ ਅਤ ਪਹਲ ਦਜ ਜ ਤਸਰ ਭਸ ਵਜ ਬਲਦ ਹਨ,pa,106,"['ਭਰਤ', 'ਵਚ', '30', 'ਮਲਅਨ', '3', 'ਕਰੜ', 'ਲਕ', 'ਪਜਬ', 'ਭਸ', 'ਨ', 'ਮਤਭਸ', 'ਅਤ', 'ਪਹਲ', 'ਦਜ', 'ਜ', 'ਤਸਰ', 'ਭਸ', 'ਵਜ', 'ਬਲਦ', 'ਹਨ']","{'word_length': 2.35, 'sentence_length': 20.0, 'char_ngrams': 64, 'prefix_suffix_count': 16, 'unique_roots_count': 19}"
ਪਕਸਤਨ ਦ 4415 ਲਕ ਪਜਬ ਨ ਮਤਭਸ ਦ ਵਜ ਬਲਦ ਹਨ ਅਤ 700 ਲਕ ਪਜਬ ਭਸ ਨ ਪਹਲ ਦਸਰ ਅਤ ਕਝ ਤਸਰ ਭਸ ਵਜ ਬਲਦ ਹਨ,pa,140,"['ਪਕਸਤਨ', 'ਦ', '4415', 'ਲਕ', 'ਪਜਬ', 'ਨ', 'ਮਤਭਸ', 'ਦ', 'ਵਜ', 'ਬਲਦ', 'ਹਨ', 'ਅਤ', '700', 'ਲਕ', 'ਪਜਬ', 'ਭਸ', 'ਨ', 'ਪਹਲ', 'ਦਸਰ', 'ਅਤ', 'ਕਝ', 'ਤਸਰ', 'ਭਸ', 'ਵਜ', 'ਬਲਦ', 'ਹਨ']","{'word_length': 2.423076923076923, 'sentence_length': 26.0, 'char_ngrams': 86, 'prefix_suffix_count': 22, 'unique_roots_count': 17}"
ସସକତ ଭଷର ପରଭବର ପରଣ ପଳ ଭଷର ଅନକ ଜଗର ଶବଦ ସବ ବଦଳ ଯଇଛ,or,75,"['ସସକତ', 'ଭଷର', 'ପରଭବର', 'ପରଣ', 'ପଳ', 'ଭଷର', 'ଅନକ', 'ଜଗର', 'ଶବଦ', 'ସବ', 'ବଦଳ', 'ଯଇଛ']","{'word_length': 3.0833333333333335, 'sentence_length': 12.0, 'char_ngrams': 46, 'prefix_suffix_count': 20, 'unique_roots_count': 11}"
the inflectional system regularised many irregular inflectional forms and gradually simplified the system of agreement making word order less flexible,en,153,"['the', 'inflectional', 'system', 'regularised', 'many', 'irregular', 'inflectional', 'forms', 'and', 'gradually', 'simplified', 'the', 'system', 'of', 'agreement', 'making', 'word', 'order', 'less', 'flexible']","{'word_length': 6.55, 'sentence_length': 20.0, 'char_ngrams': 148, 'prefix_suffix_count': 38, 'unique_roots_count': 17}"
स,mr,1,['स'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
১৯৬১ খরষটবদর ভরতর অসম রজযর বরক উপতযকয একইরকম ভব বল ভষ আনদলন সঘ ভষ বঙগ অঞচলর বঙল অধবসর মতভষ,bn,131,"['১৯৬১', 'খরষটবদর', 'ভরতর', 'অসম', 'রজযর', 'বরক', 'উপতযকয', 'একইরকম', 'ভব', 'বল', 'ভষ', 'আনদলন', 'সঘ', 'ভষ', 'বঙগ', 'অঞচলর', 'বঙল', 'অধবসর', 'মতভষ']","{'word_length': 3.789473684210526, 'sentence_length': 19.0, 'char_ngrams': 88, 'prefix_suffix_count': 28, 'unique_roots_count': 18}"
জভৰ অশ অনসৰ সহতক সনমখ কনদৰয আৰ পশচ তনভগত ভগ কৰ হয,as,73,"['জভৰ', 'অশ', 'অনসৰ', 'সহতক', 'সনমখ', 'কনদৰয', 'আৰ', 'পশচ', 'তনভগত', 'ভগ', 'কৰ', 'হয']","{'word_length': 3.1666666666666665, 'sentence_length': 12.0, 'char_ngrams': 47, 'prefix_suffix_count': 14, 'unique_roots_count': 12}"
मट भष नपलक तसरलङग मट समदयल बलन बल,ne,59,"['मट', 'भष', 'नपलक', 'तसरलङग', 'मट', 'समदयल', 'बलन', 'बल']","{'word_length': 3.25, 'sentence_length': 8.0, 'char_ngrams': 31, 'prefix_suffix_count': 8, 'unique_roots_count': 7}"
अनय सभ भरतय भषओ क तरह हनद म भ करतकरमकरय वल वकयवनयस ह,hi,83,"['अनय', 'सभ', 'भरतय', 'भषओ', 'क', 'तरह', 'हनद', 'म', 'भ', 'करतकरमकरय', 'वल', 'वकयवनयस', 'ह']","{'word_length': 3.076923076923077, 'sentence_length': 13.0, 'char_ngrams': 50, 'prefix_suffix_count': 14, 'unique_roots_count': 13}"
যমনলইছ লই আছ রহলছ রহল আছ রহযছ,bn,58,"['যমনলইছ', 'লই', 'আছ', 'রহলছ', 'রহল', 'আছ', 'রহযছ']","{'word_length': 3.2857142857142856, 'sentence_length': 7.0, 'char_ngrams': 27, 'prefix_suffix_count': 8, 'unique_roots_count': 6}"
ആ വട ഈ മര ഇവയകകയണ പഴയത അനത വട ഇനത മരവ അലല,ml,64,"['ആ', 'വട', 'ഈ', 'മര', 'ഇവയകകയണ', 'പഴയത', 'അനത', 'വട', 'ഇനത', 'മരവ', 'അലല']","{'word_length': 2.8181818181818183, 'sentence_length': 11.0, 'char_ngrams': 39, 'prefix_suffix_count': 12, 'unique_roots_count': 10}"
मरठ महरषटर रजयच अधकत तर गव रजयच सहअधकत भष आह,mr,68,"['मरठ', 'महरषटर', 'रजयच', 'अधकत', 'तर', 'गव', 'रजयच', 'सहअधकत', 'भष', 'आह']","{'word_length': 3.5, 'sentence_length': 10.0, 'char_ngrams': 42, 'prefix_suffix_count': 12, 'unique_roots_count': 9}"
गरमतभषहरम नपल भष,ne,30,"['गरमतभषहरम', 'नपल', 'भष']","{'word_length': 4.666666666666667, 'sentence_length': 3.0, 'char_ngrams': 14, 'prefix_suffix_count': 4, 'unique_roots_count': 3}"
শতম শখৰ এট পৰধন ভগ আছল আৰয ব ভৰতইৰনয,as,55,"['শতম', 'শখৰ', 'এট', 'পৰধন', 'ভগ', 'আছল', 'আৰয', 'ব', 'ভৰতইৰনয']","{'word_length': 3.111111111111111, 'sentence_length': 9.0, 'char_ngrams': 34, 'prefix_suffix_count': 12, 'unique_roots_count': 9}"
there is much variability among the many accents and dialects of english used in different countries and regions in terms of phonetics and phonology and sometimes also vocabulary idioms grammar and spelling but it does not typically prevent understanding by speakers of other dialects and accents although mutual unintelligibility can occur at extreme ends of the dialect continuum,en,388,"['there', 'is', 'much', 'variability', 'among', 'the', 'many', 'accents', 'and', 'dialects', 'of', 'english', 'used', 'in', 'different', 'countries', 'and', 'regions', 'in', 'terms', 'of', 'phonetics', 'and', 'phonology', 'and', 'sometimes', 'also', 'vocabulary', 'idioms', 'grammar', 'and', 'spelling', 'but', 'it', 'does', 'not', 'typically', 'prevent', 'understanding', 'by', 'speakers', 'of', 'other', 'dialects', 'and', 'accents', 'although', 'mutual', 'unintelligibility', 'can', 'occur', 'at', 'extreme', 'ends', 'of', 'the', 'dialect', 'continuum']","{'word_length': 5.586206896551724, 'sentence_length': 58.0, 'char_ngrams': 379, 'prefix_suffix_count': 96, 'unique_roots_count': 45}"
ಇದ ನಮಮ ಸಮದಯದ ಶಲಯ ಐಕನ ಗಳಗ ಉನನತ ಡಜಟಲ ಶಪಗ ಅನಭವವನನ ನಡವ ತತರಜಞನವಗದ ಎದರ,kn,99,"['ಇದ', 'ನಮಮ', 'ಸಮದಯದ', 'ಶಲಯ', 'ಐಕನ', 'ಗಳಗ', 'ಉನನತ', 'ಡಜಟಲ', 'ಶಪಗ', 'ಅನಭವವನನ', 'ನಡವ', 'ತತರಜಞನವಗದ', 'ಎದರ']","{'word_length': 4.0, 'sentence_length': 13.0, 'char_ngrams': 62, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
आन एक तरकपरमण ककण ककण नवचय एक दरवड भशच सधरत आन ससकतकरण जलल रप,kok,102,"['आन', 'एक', 'तरकपरमण', 'ककण', 'ककण', 'नवचय', 'एक', 'दरवड', 'भशच', 'सधरत', 'आन', 'ससकतकरण', 'जलल', 'रप']","{'word_length': 3.4285714285714284, 'sentence_length': 14.0, 'char_ngrams': 59, 'prefix_suffix_count': 18, 'unique_roots_count': 11}"
ঊনবশ ও বশ শতবদত নদয অঞচল পরচলত পশচমমধয বল কথয ভষর ওপর ভতত কর আধনক বল সহতয গড ওঠ,bn,120,"['ঊনবশ', 'ও', 'বশ', 'শতবদত', 'নদয', 'অঞচল', 'পরচলত', 'পশচমমধয', 'বল', 'কথয', 'ভষর', 'ওপর', 'ভতত', 'কর', 'আধনক', 'বল', 'সহতয', 'গড', 'ওঠ']","{'word_length': 3.210526315789474, 'sentence_length': 19.0, 'char_ngrams': 77, 'prefix_suffix_count': 24, 'unique_roots_count': 18}"
മലയള ഒനന കനനഡ ഒനദ മലയള വല കനനഡ ബല,ml,58,"['മലയള', 'ഒനന', 'കനനഡ', 'ഒനദ', 'മലയള', 'വല', 'കനനഡ', 'ബല']","{'word_length': 3.25, 'sentence_length': 8.0, 'char_ngrams': 31, 'prefix_suffix_count': 12, 'unique_roots_count': 6}"
అనగ తలగ హద ససకత లటన గరక మదలన భషల గల ఇడ ఆరయన భష వరగనక లద భరత ఆరయ భష వరగనక చదకడ తమళమ కననడ మలయళ తడ తళ బరహయ మదలన భషలత పటగ దరవడ భష వరగనక చదనదన భష శసతరజఞల వదన,te,252,"['అనగ', 'తలగ', 'హద', 'ససకత', 'లటన', 'గరక', 'మదలన', 'భషల', 'గల', 'ఇడ', 'ఆరయన', 'భష', 'వరగనక', 'లద', 'భరత', 'ఆరయ', 'భష', 'వరగనక', 'చదకడ', 'తమళమ', 'కననడ', 'మలయళ', 'తడ', 'తళ', 'బరహయ', 'మదలన', 'భషలత', 'పటగ', 'దరవడ', 'భష', 'వరగనక', 'చదనదన', 'భష', 'శసతరజఞల', 'వదన']","{'word_length': 3.3714285714285714, 'sentence_length': 35.0, 'char_ngrams': 150, 'prefix_suffix_count': 50, 'unique_roots_count': 29}"
ப,ta,2,['ப'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
শবদর শষ অ ধবনর বলপ যগক করযর পরচলন ফরস ভষর পরভব এই সমযর সহতয লকষয কর যয,bn,106,"['শবদর', 'শষ', 'অ', 'ধবনর', 'বলপ', 'যগক', 'করযর', 'পরচলন', 'ফরস', 'ভষর', 'পরভব', 'এই', 'সমযর', 'সহতয', 'লকষয', 'কর', 'যয']","{'word_length': 3.176470588235294, 'sentence_length': 17.0, 'char_ngrams': 68, 'prefix_suffix_count': 24, 'unique_roots_count': 17}"
ककण भस ककण परतत जलमलएक वळर कक महळयर भरतच पशचम कनर गजरत सडन आन थयच त वडलमहणन ककण,kok,127,"['ककण', 'भस', 'ककण', 'परतत', 'जलमलएक', 'वळर', 'कक', 'महळयर', 'भरतच', 'पशचम', 'कनर', 'गजरत', 'सडन', 'आन', 'थयच', 'त', 'वडलमहणन', 'ककण']","{'word_length': 3.4444444444444446, 'sentence_length': 18.0, 'char_ngrams': 77, 'prefix_suffix_count': 28, 'unique_roots_count': 15}"
तयचबरबर गव उततर करनटक बळगव हबळधरवड गलबरग बदर करवर गजरत दकषण गजरत सरत बडद व अहमदबद आधरपरदश हदरबद मधयपरदश इदर गवलहर तमळनड तजवर व छततसगढ रजयत आण दमण आण दव ददर नगर हवल य कदरशसत परदशतल कह भगतह मरठ बलल जत,mr,312,"['तयचबरबर', 'गव', 'उततर', 'करनटक', 'बळगव', 'हबळधरवड', 'गलबरग', 'बदर', 'करवर', 'गजरत', 'दकषण', 'गजरत', 'सरत', 'बडद', 'व', 'अहमदबद', 'आधरपरदश', 'हदरबद', 'मधयपरदश', 'इदर', 'गवलहर', 'तमळनड', 'तजवर', 'व', 'छततसगढ', 'रजयत', 'आण', 'दमण', 'आण', 'दव', 'ददर', 'नगर', 'हवल', 'य', 'कदरशसत', 'परदशतल', 'कह', 'भगतह', 'मरठ', 'बलल', 'जत']","{'word_length': 3.8536585365853657, 'sentence_length': 41.0, 'char_ngrams': 196, 'prefix_suffix_count': 64, 'unique_roots_count': 38}"
ಸಹಯಧನಕಕಗ ಅರಜ ಸಲಲಸಲಚಚಸವ ರತರ ಸವತ ಜಮನ ಹದರಬಕ,kn,63,"['ಸಹಯಧನಕಕಗ', 'ಅರಜ', 'ಸಲಲಸಲಚಚಸವ', 'ರತರ', 'ಸವತ', 'ಜಮನ', 'ಹದರಬಕ']","{'word_length': 4.857142857142857, 'sentence_length': 7.0, 'char_ngrams': 38, 'prefix_suffix_count': 14, 'unique_roots_count': 7}"
୨୦୧୪ ମସହ ମରଚଚ ୧୧ତରଖ ଦନ ଓଡଆ ଭଷକ ଶସତରୟତର ମନୟତପଇ ରଜପତର ବଜଞପତ ଜର କରଯଇଥବର ୨୦୧୫ ମସହର ଏହ ଦନଟକ ଶସତରୟ ଓଡଆ ଭଷ ଦବସ ରପ ପଳନ କରବପଇ ଓଡଶ ସରକର ନଷପତ ନଇଛନତ,or,208,"['୨୦୧୪', 'ମସହ', 'ମରଚଚ', '୧୧ତରଖ', 'ଦନ', 'ଓଡଆ', 'ଭଷକ', 'ଶସତରୟତର', 'ମନୟତପଇ', 'ରଜପତର', 'ବଜଞପତ', 'ଜର', 'କରଯଇଥବର', '୨୦୧୫', 'ମସହର', 'ଏହ', 'ଦନଟକ', 'ଶସତରୟ', 'ଓଡଆ', 'ଭଷ', 'ଦବସ', 'ରପ', 'ପଳନ', 'କରବପଇ', 'ଓଡଶ', 'ସରକର', 'ନଷପତ', 'ନଇଛନତ']","{'word_length': 3.892857142857143, 'sentence_length': 28.0, 'char_ngrams': 134, 'prefix_suffix_count': 46, 'unique_roots_count': 26}"
اس ہی حقیقت کے پیش نظر 2007 میں سید ندیم احمد نے اردو قوم کا نظریہ پیش کیا,ur,75,"['اس', 'ہی', 'حقیقت', 'کے', 'پیش', 'نظر', '2007', 'میں', 'سید', 'ندیم', 'احمد', 'نے', 'اردو', 'قوم', 'کا', 'نظریہ', 'پیش', 'کیا']","{'word_length': 3.1666666666666665, 'sentence_length': 18.0, 'char_ngrams': 72, 'prefix_suffix_count': 26, 'unique_roots_count': 17}"
హలలల వరవర అచచలత చరనపపడ అచచ అశ వరణ పరచఛదమత మతరల అనన సకతలన ఉపయగచడత గరతపబడతద,te,121,"['హలలల', 'వరవర', 'అచచలత', 'చరనపపడ', 'అచచ', 'అశ', 'వరణ', 'పరచఛదమత', 'మతరల', 'అనన', 'సకతలన', 'ఉపయగచడత', 'గరతపబడతద']","{'word_length': 4.6923076923076925, 'sentence_length': 13.0, 'char_ngrams': 71, 'prefix_suffix_count': 24, 'unique_roots_count': 13}"
തമഴ ശലയയ എ കരതതന പകര മലയള ശലയയ അ കരമണ വകകകളലളളത,ml,75,"['തമഴ', 'ശലയയ', 'എ', 'കരതതന', 'പകര', 'മലയള', 'ശലയയ', 'അ', 'കരമണ', 'വകകകളലളളത']","{'word_length': 3.8, 'sentence_length': 10.0, 'char_ngrams': 45, 'prefix_suffix_count': 16, 'unique_roots_count': 8}"
আনহত পৰকআহম যগৰ কমৰপৰ হনদৰজসকলৰ তমৰফলবৰ সসকতত লখ হলও তৰ মজত সমই থক অনৰয শবদসমহ সই সমযৰ জনসধৰণৰ কথত ভষটৰ সকয অসততবৰ কথক সচই,as,176,"['আনহত', 'পৰকআহম', 'যগৰ', 'কমৰপৰ', 'হনদৰজসকলৰ', 'তমৰফলবৰ', 'সসকতত', 'লখ', 'হলও', 'তৰ', 'মজত', 'সমই', 'থক', 'অনৰয', 'শবদসমহ', 'সই', 'সমযৰ', 'জনসধৰণৰ', 'কথত', 'ভষটৰ', 'সকয', 'অসততবৰ', 'কথক', 'সচই']","{'word_length': 4.125, 'sentence_length': 24.0, 'char_ngrams': 120, 'prefix_suffix_count': 40, 'unique_roots_count': 24}"
ഇടയകകൽ ഗഹകളൽനനന കടടയ 25 നററണടല ഏഴ ലഖതങങളൽ നലണണ പടടണ ഉൽഖനനതതൽ കണടതതയ രണട നററണടല അവശഷടങങൾ നലമപരൽ കണടതതയ അഞച നററണടല ലഖത എനനവയൽ മലയള വകകകളണടനന കണടതതയരനന,ml,237,"['ഇടയകകൽ', 'ഗഹകളൽനനന', 'കടടയ', '25', 'നററണടല', 'ഏഴ', 'ലഖതങങളൽ', 'നലണണ', 'പടടണ', 'ഉൽഖനനതതൽ', 'കണടതതയ', 'രണട', 'നററണടല', 'അവശഷടങങൾ', 'നലമപരൽ', 'കണടതതയ', 'അഞച', 'നററണടല', 'ലഖത', 'എനനവയൽ', 'മലയള', 'വകകകളണടനന', 'കണടതതയരനന']","{'word_length': 5.478260869565218, 'sentence_length': 23.0, 'char_ngrams': 146, 'prefix_suffix_count': 42, 'unique_roots_count': 19}"
